iter	RMSE
260	0.00159446113
261	0.001589518929
262	0.001582710878
263	0.001578661199
264	0.001577149362
265	0.001570593911
266	0.001564044007
267	0.001555866798
268	0.001551644954
269	0.001545274147
270	0.001540328056
271	0.001536229559
272	0.001532201246
273	0.001530051401
274	0.001525381347
275	0.00152357471
276	0.001519975886
277	0.001518391914
278	0.0015133184
279	0.001509964044
280	0.001505235377
281	0.001498035922
282	0.001492869258
283	0.001491324396
284	0.001485298817
285	0.001482730657
286	0.001478407269
287	0.001471856431
288	0.001465716498
289	0.001461082112
290	0.001455897758
291	0.00145057054
292	0.001447328822
293	0.00144317185
294	0.001438321056
295	0.001432562356
296	0.001428875711
297	0.001426008482
298	0.001424107034
299	0.001421966112
300	0.001416063706
301	0.001411319812
302	0.001409110992
303	0.001404782788
304	0.001402167581
305	0.001400441364
306	0.00139699901
307	0.001392700285
308	0.001389914434
309	0.001385482045
310	0.001380570968
311	0.001377980468
312	0.001373707579
313	0.001370980616
314	0.001367779619
315	0.00136466997
316	0.001361927238
317	0.001361014555
318	0.001355403063
319	0.001354125926
320	0.001352842913
321	0.001351335648
322	0.001348179093
323	0.001343582987
324	0.001341216617
325	0.00133722992
326	0.001333042841
327	0.001330101094
328	0.001325352723
329	0.001323007555
330	0.001319537978
331	0.001318423682
332	0.001316471265
333	0.001315297164
334	0.001311643851
335	0.001309081453
336	0.001307578106
337	0.001304488848
338	0.001302642632
339	0.001300456437
340	0.001296921959
341	0.001294473955
342	0.001291361482
343	0.001288404929
344	0.001285443897
345	0.001282343335
346	0.001279179376
347	0.001278335063
348	0.001277062424
349	0.001276197946
350	0.001268968375
351	0.001265351642
352	0.001262523357
353	0.001260651611
354	0.001258685296
355	0.001253845165
356	0.001252742366
357	0.001251565959
358	0.001250247463
359	0.001249681333
360	0.001247857991
361	0.001245524706
362	0.001243348818
363	0.001241191917
364	0.001238867559
365	0.001237563424
366	0.001235432885
367	0.001234027005
368	0.001232889014
369	0.001232188592
370	0.001230815435
371	0.00123022627
372	0.001229023019
373	0.001225441179
374	0.001224535929
375	0.001222564557
376	0.001221460951
377	0.001219413946
378	0.001218414938
379	0.001217934478
380	0.001215571625
381	0.001212832185
382	0.001211043589
383	0.001208583579
384	0.001205233042
385	0.001202986191
386	0.001201407506
387	0.001198151519
388	0.001195635829
389	0.001191880475
390	0.001191199047
391	0.001189384265
392	0.001186568927
393	0.001186230363
394	0.001182091074
395	0.001181196123
396	0.001180407831
397	0.001179717547
398	0.001178652325
399	0.00117660974
400	0.001174256187
401	0.001172657484
402	0.001169103433
403	0.001166562677
404	0.001165087214
405	0.001163054556
406	0.001162701206
407	0.001159698993
408	0.001157193314
409	0.00115473552
410	0.001151554281
411	0.001149029684
412	0.001147439075
413	0.001146597131
414	0.00114473571
415	0.001141799627
416	0.001140951407
417	0.001137823014
418	0.001135409533
419	0.001134044015
420	0.001133162549
421	0.001130756507
422	0.001129542573
423	0.001127847119
424	0.001125984885
425	0.001123359669
426	0.001122293524
427	0.001120150636
428	0.001118109794
429	0.001115113269
430	0.001112571975
431	0.001112111675
432	0.001110560901
433	0.001108249758
434	0.001106048514
435	0.001104744513
436	0.001104297946
437	0.001103739419
438	0.001101381836
439	0.001100628819
440	0.001098282522
441	0.001095263905
442	0.001093677773
443	0.00109261734
444	0.001091306934
445	0.001090628625
446	0.001089295671
447	0.001088699391
448	0.001087642134
449	0.001087123207
450	0.001084211719
451	0.001082320586
452	0.00108058072
453	0.001078064569
454	0.001077658065
455	0.001077237679
456	0.001075780659
457	0.001073167807
458	0.001072113806
459	0.001071764452
460	0.001071265302
461	0.001069359728
462	0.001066108039
463	0.001064535306
464	0.001062806819
465	0.001061843932
466	0.001061143456
467	0.001059629158
468	0.001057831736
469	0.001057465106
470	0.001056591316
471	0.001054251827
472	0.001052240958
473	0.001051138344
474	0.001049596196
475	0.001049220418
476	0.001046272616
477	0.00104479536
478	0.001043908414
479	0.001041897856
480	0.001039483827
481	0.001038225924
482	0.001036425729
483	0.001035634884
484	0.001034617135
485	0.0010343204
486	0.001033396055
487	0.001032104838
488	0.001030737185
489	0.001029654316
490	0.001027906047
491	0.001026574105
492	0.001025941502
493	0.001024407051
494	0.001023140631
495	0.001021849679
496	0.001020563586
497	0.001018911667
498	0.001017751897
499	0.001016102618
500	0.001015347177
501	0.001014311301
502	0.001013173005
503	0.001011381634
504	0.001008346566
505	0.001007155846
506	0.001005806538
507	0.001003588862
508	0.001000717694
509	0.0009994722972
510	0.0009991674245
511	0.0009976722447
512	0.0009967286953
513	0.0009958126236
514	0.0009955681086
515	0.0009950981378
516	0.0009939450962
517	0.0009929682156
518	0.0009924046513
519	0.0009915161676
520	0.0009890166072
521	0.0009870247816
522	0.0009859840137
523	0.0009852199115
524	0.0009835487937
525	0.0009817354529
526	0.0009792819782
527	0.0009785230557
528	0.0009782631917
529	0.0009778446745
530	0.0009761365767
531	0.0009750515277
532	0.0009743745486
533	0.0009726735287
534	0.0009714906993
535	0.0009711731969
536	0.0009703991435
537	0.0009696783931
538	0.0009688165937
539	0.0009678481618
540	0.0009670579183
541	0.0009644827754
542	0.000962797814
543	0.000961266579
544	0.0009601608938
545	0.0009597030852
546	0.0009592111429
547	0.0009583919233
548	0.0009574564474
549	0.0009555222367
550	0.0009543514629
551	0.0009536341307
552	0.0009527364678
553	0.0009521096877
554	0.0009501217413
555	0.0009485157568
556	0.0009463425701
557	0.0009447809225
558	0.0009435548975
559	0.0009421565437
560	0.0009414694638
561	0.0009409161557
562	0.0009392426561
563	0.0009389665293
564	0.0009376239007
565	0.0009363009804
566	0.0009359228717
567	0.0009341437789
568	0.0009333658002
569	0.0009322460704
570	0.0009312442433
571	0.0009301202561
572	0.0009297539489
573	0.0009284648918
574	0.0009271845858
575	0.0009264922056
576	0.0009258016433
577	0.0009251192911
578	0.0009239797529
579	0.0009233228652
580	0.000922345737
581	0.0009216871132
582	0.0009204406457
583	0.0009202581553
584	0.000920079257
585	0.0009178529065
586	0.000917425649
587	0.0009162777471
588	0.0009153170181
589	0.0009149903874
590	0.0009134317589
591	0.0009127957085
592	0.0009117754534
593	0.0009112120087
594	0.0009104623492
595	0.00090988633
596	0.0009087623379
597	0.0009080238959
598	0.0009057440861
599	0.0009049970179
600	0.0009039587332
601	0.0009035724467
602	0.0009019710987
603	0.000900614301
604	0.0008994448587
605	0.0008985388214
606	0.0008968358437
607	0.0008951377484
608	0.0008938309894
609	0.0008931515696
610	0.0008918431411
611	0.0008906534992
612	0.0008895878414
613	0.0008884789863
614	0.0008874867263
615	0.0008869767101
616	0.0008866245459
617	0.0008862290735
618	0.0008849889266
619	0.0008836366275
620	0.0008831708371
621	0.0008823851153
622	0.0008820061691
623	0.00088139594
624	0.0008797574448
625	0.0008760400221
626	0.0008757315098
627	0.0008751953433
628	0.0008736712223
629	0.0008708549536
630	0.0008703046122
631	0.0008696662064
632	0.0008681264192
633	0.0008666673496
634	0.000866150182
635	0.0008645826891
636	0.0008641691694
637	0.0008626753111
638	0.000861200489
639	0.0008606306836
640	0.0008597052813
641	0.0008586255646
642	0.0008575748422
643	0.0008573429311
644	0.000856748896
645	0.0008561067816
646	0.0008551012311
647	0.0008546141372
648	0.0008528877407
649	0.0008521109177
650	0.0008511475073
651	0.0008503241004
652	0.0008488794969
653	0.0008481881133
654	0.0008473694171
655	0.0008467625733
656	0.0008462956628
657	0.0008458676418
658	0.0008455707552
659	0.0008450467796
660	0.0008445909003
661	0.0008437018548
662	0.0008427930596
663	0.0008419090716
664	0.0008402005112
665	0.000839957131
666	0.00083961204
667	0.0008391524386
668	0.0008386554474
669	0.0008381981054
670	0.000837858349
671	0.0008375576545
672	0.0008361275499
673	0.0008344654093
674	0.0008329054963
675	0.0008324910735
676	0.0008319615015
677	0.0008317347645
678	0.0008305191722
679	0.0008302081641
680	0.0008290437861
681	0.0008285769804
682	0.000826737899
683	0.0008262549608
684	0.0008253308935
685	0.0008245271505
686	0.0008243336755
687	0.0008241548461
688	0.0008239126374
689	0.0008233193587
690	0.0008225691849
691	0.0008219541239
692	0.0008199582812
693	0.0008196169993
694	0.0008187307965
695	0.0008167099213
696	0.0008164583902
697	0.0008161643384
698	0.0008153811115
699	0.0008144838527
700	0.0008130622423
701	0.0008124644304
702	0.0008111828213
703	0.0008094932406
704	0.0008087479469
705	0.000807518153
706	0.0008065576447
707	0.0008061405133
708	0.0008051158649
709	0.0008046846968
710	0.000803545368
711	0.0008032049934
712	0.0008030176583
713	0.0008022199739
714	0.0008015203805
715	0.0008008489172
716	0.0008002536125
717	0.000798704475
718	0.0007981098475
719	0.000797830929
720	0.0007973409839
721	0.0007965994951
722	0.0007950300178
723	0.0007943305526
724	0.0007941875325
725	0.0007930838256
726	0.0007927913958
727	0.000792216569
728	0.0007913191309
729	0.0007909006728
730	0.0007890963996
731	0.0007877487886
732	0.000787373104
733	0.0007862111038
734	0.0007854495015
735	0.0007850765455
736	0.0007844873863
737	0.0007839357004
738	0.0007838138596
739	0.0007836032925
740	0.0007831393261
741	0.000782023866
742	0.0007817789432
743	0.0007812487728
744	0.0007810147756
745	0.0007801700779
746	0.0007798707633
747	0.0007790393318
748	0.0007782309202
749	0.00077751295
750	0.000776638891
751	0.0007758585518
752	0.0007752048916
753	0.0007745051438
754	0.0007734578363
755	0.0007727626819
756	0.0007717889926
757	0.000770971796
758	0.0007707869531
759	0.0007706179608
760	0.0007702586028
761	0.0007700473197
762	0.000768753464
763	0.0007685450191
764	0.0007678161545
765	0.0007676959116
766	0.000767045243
767	0.000766023482
768	0.0007658115819
769	0.00076462286
770	0.0007636400525
771	0.0007627468699
772	0.0007618657644
773	0.0007614612905
774	0.0007608103884
775	0.0007605319743
776	0.0007600862807
777	0.0007598061328
778	0.0007590102325
779	0.0007586704597
780	0.0007584473678
781	0.0007581157358
782	0.0007574064253
783	0.0007568912849
784	0.0007565890917
785	0.0007555382631
786	0.0007545626703
787	0.0007540841364
788	0.0007532265302
789	0.0007530246346
790	0.000752392868
791	0.0007515670573
792	0.0007508129625
793	0.0007493551729
794	0.0007482681144
795	0.00074806999
796	0.0007478977835
797	0.0007473416737
798	0.0007471881555
799	0.0007464909361
800	0.0007456679173
801	0.0007452576509
802	0.0007439916118
803	0.0007429461293
804	0.0007426011762
805	0.000741470215
806	0.0007408587721
807	0.0007404208589
808	0.000739607922
809	0.0007390952958
810	0.0007385044175
811	0.0007382395231
812	0.0007371329484
813	0.000736447413
814	0.0007355057716
815	0.0007352043342
816	0.0007341558575
817	0.0007336777742
818	0.0007334119655
819	0.0007329262935
820	0.0007321633501
821	0.000731287176
822	0.0007308240312
823	0.000729923742
824	0.0007295627765
825	0.000729143447
826	0.0007289496552
827	0.0007280589736
828	0.0007267561275
829	0.0007260362654
830	0.0007250053563
831	0.0007243298227
832	0.0007239520451
833	0.0007228856849
834	0.0007219676494
835	0.0007213315901
836	0.0007203281066
837	0.0007201094336
838	0.0007186919016
839	0.0007177782628
840	0.0007173286773
841	0.0007172012026
842	0.0007169468538
843	0.0007157552646
844	0.0007149028723
845	0.0007145497975
846	0.0007139901798
847	0.0007134397651
848	0.000713290731
849	0.0007128193364
850	0.0007125746659
851	0.0007120006824
852	0.000711651473
853	0.0007114356117
854	0.0007107173783
855	0.0007100620491
856	0.0007092525441
857	0.0007085306005
858	0.0007081326976
859	0.0007075334561
860	0.0007067567494
861	0.0007062427582
862	0.0007054102903
863	0.0007045711032
864	0.0007039141398
865	0.0007022761002
866	0.0007013850192
867	0.0007009999734
868	0.0007002599955
869	0.0007000678823
870	0.0006998160506
871	0.0006993629381
872	0.0006986829619
873	0.0006985100112
874	0.0006982962808
875	0.0006976967636
876	0.0006964957354
877	0.0006959159889
878	0.0006957724057
879	0.0006950739467
880	0.0006945902439
881	0.0006940158449
882	0.0006928669693
883	0.000692314084
884	0.0006917153265
885	0.0006915371429
886	0.0006913373676
887	0.0006911791184
888	0.0006909817103
889	0.0006899612345
890	0.0006891009385
891	0.0006887647042
892	0.0006884490762
893	0.0006883822066
894	0.0006874320148
895	0.0006869542109
896	0.0006864606054
897	0.000686047044
898	0.0006855676826
899	0.0006848474166
900	0.0006842722578
901	0.0006841108269
902	0.0006833330011
903	0.0006832078023
904	0.0006828464745
905	0.0006821517843
906	0.0006820012533
907	0.0006810237421
908	0.0006807502973
909	0.0006803778309
910	0.0006801967303
911	0.0006799155425
912	0.0006793193601
913	0.0006783911682
914	0.000677643294
915	0.0006768052054
916	0.0006761983854
917	0.000675427172
918	0.0006753581951
919	0.0006745250917
920	0.0006740375309
921	0.000673495801
922	0.000673371449
923	0.0006730406414
924	0.000672628097
925	0.0006721369381
926	0.0006716316779
927	0.0006705629085
928	0.0006701064099
929	0.000669422655
930	0.0006691993669
931	0.0006690672778
932	0.0006684640035
933	0.0006683303427
934	0.0006681973548
935	0.0006679587339
936	0.0006675216395
937	0.0006671028635
938	0.0006668548818
939	0.0006665434047
940	0.0006656114506
941	0.0006651959568
942	0.0006645460059
943	0.0006644535808
944	0.0006642876123
945	0.0006638811849
946	0.0006636026773
947	0.00066308412
948	0.0006626825143
949	0.000662414255
950	0.0006619875327
951	0.0006611233944
952	0.0006607210675
953	0.0006596853318
954	0.0006588690053
955	0.0006585129009
956	0.0006577088238
957	0.0006571683515
958	0.0006566709034
959	0.0006560526242
960	0.0006556620488
961	0.000654917725
962	0.000654683742
963	0.0006543351495
964	0.000654257217
965	0.0006539801515
966	0.0006534607436
967	0.0006532064689
968	0.0006530122459
969	0.0006523259635
970	0.0006518315716
971	0.0006512189781
972	0.0006510502618
973	0.0006509340741
974	0.0006501416601
975	0.0006500072471
976	0.0006495953197
977	0.0006494181684
978	0.000649073145
979	0.0006487802005
980	0.00064830519
981	0.0006480664003
982	0.0006474245301
983	0.0006468193457
984	0.0006464632522
985	0.0006455800989
986	0.0006448353655
987	0.0006447014652
988	0.0006445767708
989	0.0006441587728
990	0.000644064607
991	0.000643622963
992	0.00064352771
993	0.00064306718
994	0.0006429950719
995	0.0006421113181
996	0.0006418129209
997	0.000641258738
998	0.0006411510497
999	0.0006410274767
